interaction_id,timestamp,department,user_role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact,timestamp_seconds,response_time_sec,efficiency_score,confidence_norm,impact_score,low_confidence_flag,high_impact_flag,slow_response_flag,low_feedback_flag,risk_score,risk_level
INT-100514,2025-07-29 15:39:31.853010,HR,Manager,Which campaign had highest ROI?,Customer,Conversion Rate,Predictive,0.67,2209,1.0,Medium,,2.209,0.3116235587410408,0.6767676767676768,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-100515,2025-07-30 16:12:31.853012,Finance,Analyst,Which campaign had highest ROI?,Sales,Profit Margin,Predictive,0.77,1808,1.0,Medium,,1.808,0.3561253561253562,0.7777777777777778,2.0,0,0,0,1,0.1,Low Risk
INT-100516,2026-01-18 03:42:31.853014,Marketing,Executive,Which campaign had highest ROI?,Customer,ROI,Predictive,0.74,942,4.0,,,0.942,0.5149330587023687,0.7474747474747475,,0,0,0,0,0.0,Low Risk
INT-100517,2026-01-20 17:55:31.853016,Operations,Executive,What is customer churn rate?,Marketing,Conversion Rate,Predictive,0.75,2263,4.0,,,2.263,0.30646644192460926,0.7575757575757576,,0,0,1,0,0.2,Low Risk
INT-100518,2025-08-19 10:05:31.853017,Operations,Intern,Show monthly revenue trend,Finance,Profit Margin,Descriptive,0.91,2220,3.0,Medium,,2.22,0.3105590062111801,0.9191919191919192,2.0,0,0,1,0,0.2,Low Risk
INT-100519,2026-01-02 06:55:31.853019,Finance,Intern,Compare sales performance by region,Marketing,Conversion Rate,Descriptive,0.95,861,4.0,Medium,,0.861,0.537345513164965,0.9595959595959596,2.0,0,0,0,0,0.0,Low Risk
INT-100521,2025-03-19 15:00:31.853023,Sales,Manager,What is customer churn rate?,Sales,ROI,Trend Analysis,0.93,2349,2.0,Low,,2.349,0.2985965959988056,0.9393939393939394,1.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-100522,2025-08-18 01:11:31.853025,HR,Intern,Show monthly revenue trend,Revenue,Conversion Rate,Descriptive,0.78,1150,2.0,High,,1.15,0.46511627906976744,0.787878787878788,3.0,0,1,0,1,0.4,Medium Risk
INT-100523,2025-08-15 18:44:31.853027,Finance,Intern,Forecast next quarter revenue,Marketing,ROI,Descriptive,0.71,224,2.0,Medium,,0.224,0.8169934640522876,0.7171717171717171,2.0,0,0,0,1,0.1,Low Risk
INT-100524,2025-10-09 02:26:31.853029,Operations,Executive,What is customer churn rate?,Customer,Conversion Rate,Predictive,0.98,1816,4.0,Medium,,1.816,0.3551136363636364,0.98989898989899,2.0,0,0,0,0,0.0,Low Risk
INT-100525,2025-07-01 16:06:31.853030,HR,Intern,Forecast next quarter revenue,Revenue,Revenue,Descriptive,0.92,217,3.0,Medium,,0.217,0.8216926869350862,0.9292929292929294,2.0,0,0,0,0,0.0,Low Risk
INT-100527,2025-07-17 04:18:31.853034,Sales,Intern,Which campaign had highest ROI?,Customer,ROI,Descriptive,0.67,1216,4.0,Medium,,1.216,0.45126353790613716,0.6767676767676768,2.0,0,0,0,0,0.0,Low Risk
INT-100528,2025-03-19 18:51:31.853036,Operations,Intern,Show monthly revenue trend,Revenue,Churn Rate,Predictive,0.66,1555,3.0,,,1.555,0.39138943248532293,0.6666666666666667,,0,0,0,0,0.0,Low Risk
INT-100529,2025-03-01 00:52:31.853038,Operations,Executive,Forecast next quarter revenue,Revenue,ROI,Descriptive,0.8,1792,2.0,Low,,1.792,0.35816618911174786,0.8080808080808082,1.0,0,0,0,1,0.1,Low Risk
INT-100530,2025-12-14 14:02:31.853040,Marketing,Analyst,Show monthly revenue trend,Customer,Profit Margin,Descriptive,0.85,1030,4.0,High,,1.03,0.4926108374384236,0.8585858585858586,3.0,0,1,0,0,0.3,Medium Risk
INT-100531,2025-07-09 22:47:31.853042,Marketing,Analyst,Which campaign had highest ROI?,Sales,Conversion Rate,Trend Analysis,0.67,1235,3.0,Medium,,1.235,0.4474272930648769,0.6767676767676768,2.0,0,0,0,0,0.0,Low Risk
INT-100533,2026-01-17 03:58:31.853045,Operations,Intern,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.81,2410,3.0,,,2.41,0.29325513196480935,0.8181818181818182,,0,0,1,0,0.2,Low Risk
INT-100534,2025-07-21 16:28:31.853047,Finance,Executive,Forecast next quarter revenue,Sales,Profit Margin,Trend Analysis,0.76,1506,3.0,Medium,,1.506,0.39904229848363926,0.7676767676767677,2.0,0,0,0,0,0.0,Low Risk
INT-100535,2025-11-06 04:25:31.853049,Operations,Manager,Show monthly revenue trend,Revenue,Profit Margin,Predictive,0.83,1952,4.0,Low,,1.952,0.33875338753387535,0.8383838383838383,1.0,0,0,0,0,0.0,Low Risk
INT-100536,2025-06-04 07:28:31.853051,Finance,Manager,Compare sales performance by region,Customer,Profit Margin,Trend Analysis,0.85,1071,2.0,Low,,1.071,0.4828585224529214,0.8585858585858586,1.0,0,0,0,1,0.1,Low Risk
INT-100537,2025-03-02 01:03:31.853053,Finance,Analyst,Show monthly revenue trend,Finance,Revenue,Descriptive,0.62,1034,4.0,Low,,1.034,0.4916420845624386,0.6262626262626263,1.0,0,0,0,0,0.0,Low Risk
INT-100538,2025-09-03 16:58:31.853054,Marketing,Executive,Forecast next quarter revenue,Customer,Churn Rate,Trend Analysis,0.99,1056,1.0,High,,1.056,0.48638132295719844,1.0,3.0,0,1,0,1,0.4,Medium Risk
INT-100539,2025-07-27 03:48:31.853056,HR,Executive,Which campaign had highest ROI?,Sales,ROI,Predictive,0.74,1169,4.0,Low,,1.169,0.4610419548178884,0.7474747474747475,1.0,0,0,0,0,0.0,Low Risk
INT-100540,2025-10-29 01:51:31.853058,Sales,Executive,Which campaign had highest ROI?,Customer,Profit Margin,Trend Analysis,0.62,792,4.0,Low,,0.792,0.5580357142857143,0.6262626262626263,1.0,0,0,0,0,0.0,Low Risk
INT-100541,2025-08-10 21:19:31.853060,Marketing,Analyst,Forecast next quarter revenue,Sales,ROI,Trend Analysis,0.93,454,4.0,Medium,,0.454,0.687757909215956,0.9393939393939394,2.0,0,0,0,0,0.0,Low Risk
INT-100542,2025-11-25 10:49:31.853062,Marketing,Analyst,What is customer churn rate?,Revenue,ROI,Predictive,0.99,2314,4.0,Medium,,2.314,0.30175015087507545,1.0,2.0,0,0,1,0,0.2,Low Risk
INT-100543,2025-06-30 05:56:31.853063,HR,Analyst,What is customer churn rate?,Sales,Profit Margin,Predictive,0.92,802,1.0,Medium,,0.802,0.5549389567147613,0.9292929292929294,2.0,0,0,0,1,0.1,Low Risk
INT-100544,2025-10-17 21:31:31.853068,Sales,Analyst,Which campaign had highest ROI?,Sales,Churn Rate,Predictive,0.93,1265,3.0,Medium,,1.265,0.44150110375275947,0.9393939393939394,2.0,0,0,0,0,0.0,Low Risk
INT-100545,2025-12-22 23:00:31.853070,Operations,Analyst,Which campaign had highest ROI?,Finance,ROI,Predictive,0.84,2011,3.0,High,,2.011,0.33211557622052473,0.8484848484848485,3.0,0,1,1,0,0.5,Medium Risk
INT-100546,2025-12-29 12:35:31.853081,Operations,Intern,Forecast next quarter revenue,Customer,Conversion Rate,Predictive,0.96,2039,3.0,Low,,2.039,0.3290556103981573,0.9696969696969697,1.0,0,0,1,0,0.2,Low Risk
INT-100548,2025-03-11 22:34:31.853085,Sales,Executive,Which campaign had highest ROI?,Marketing,Profit Margin,Descriptive,0.9,1457,2.0,High,,1.457,0.407000407000407,0.9090909090909092,3.0,0,1,0,1,0.4,Medium Risk
INT-100549,2025-06-05 20:19:31.853087,Marketing,Manager,What is customer churn rate?,Sales,Revenue,Trend Analysis,0.86,1165,4.0,Medium,,1.165,0.4618937644341801,0.8686868686868687,2.0,0,0,0,0,0.0,Low Risk
INT-100550,2025-07-10 18:45:31.853089,Finance,Executive,Which campaign had highest ROI?,Marketing,ROI,Trend Analysis,0.62,1937,3.0,High,,1.937,0.34048348655090227,0.6262626262626263,3.0,0,1,0,0,0.3,Medium Risk
INT-100551,2025-09-10 04:46:31.853091,Marketing,Manager,Show monthly revenue trend,Finance,Churn Rate,Predictive,0.81,684,4.0,High,,0.684,0.5938242280285035,0.8181818181818182,3.0,0,1,0,0,0.3,Medium Risk
INT-100552,2026-01-27 07:28:31.853101,Marketing,Analyst,Compare sales performance by region,Customer,Conversion Rate,Predictive,0.8,238,5.0,High,,0.238,0.8077544426494346,0.8080808080808082,3.0,0,1,0,0,0.3,Medium Risk
INT-100553,2025-04-22 22:09:31.853103,Operations,Manager,Show monthly revenue trend,Finance,Conversion Rate,Descriptive,0.87,210,2.0,Medium,,0.21,0.8264462809917356,0.8787878787878788,2.0,0,0,0,1,0.1,Low Risk
INT-100554,2025-11-19 19:22:31.853105,Operations,Executive,Which campaign had highest ROI?,Customer,Revenue,Descriptive,0.63,823,5.0,High,,0.823,0.5485463521667581,0.6363636363636364,3.0,0,1,0,0,0.3,Medium Risk
INT-100555,2025-07-18 09:25:31.853107,Operations,Executive,Compare sales performance by region,Customer,Revenue,Predictive,0.91,608,1.0,High,,0.608,0.6218905472636815,0.9191919191919192,3.0,0,1,0,1,0.4,Medium Risk
INT-100556,2025-04-06 05:35:31.853109,Finance,Manager,Compare sales performance by region,Revenue,ROI,Descriptive,0.65,2355,3.0,High,,2.355,0.29806259314456035,0.6565656565656566,3.0,0,1,1,0,0.5,Medium Risk
INT-100557,2025-05-10 02:36:31.853111,Operations,Intern,Which campaign had highest ROI?,Sales,Profit Margin,Descriptive,0.76,2227,4.0,Medium,,2.227,0.3098853424233034,0.7676767676767677,2.0,0,0,1,0,0.2,Low Risk
INT-100558,2025-08-05 12:42:31.853113,Sales,Analyst,Which campaign had highest ROI?,Finance,Churn Rate,Predictive,0.94,1317,2.0,Low,,1.317,0.4315925766076823,0.9494949494949495,1.0,0,0,0,1,0.1,Low Risk
INT-100559,2025-06-10 00:06:31.853114,HR,Analyst,What is customer churn rate?,Customer,Conversion Rate,Predictive,0.82,2331,5.0,Medium,,2.331,0.30021014710297206,0.8282828282828283,2.0,0,0,1,0,0.2,Low Risk
INT-100560,2025-07-10 11:46:31.853116,Sales,Executive,Which campaign had highest ROI?,Finance,Revenue,Predictive,0.75,2305,2.0,Low,,2.305,0.302571860816944,0.7575757575757576,1.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-100561,2025-03-25 19:28:31.853118,Sales,Intern,Forecast next quarter revenue,Finance,Churn Rate,Predictive,0.62,804,5.0,Medium,,0.804,0.5543237250554324,0.6262626262626263,2.0,0,0,0,0,0.0,Low Risk
INT-100562,2025-10-06 23:55:31.853120,Operations,Manager,Which campaign had highest ROI?,Customer,Profit Margin,Trend Analysis,0.86,1168,3.0,Medium,,1.168,0.46125461254612543,0.8686868686868687,2.0,0,0,0,0,0.0,Low Risk
INT-100563,2025-06-24 21:34:31.853122,HR,Analyst,Forecast next quarter revenue,Marketing,Conversion Rate,Trend Analysis,0.98,364,4.0,,,0.364,0.7331378299120235,0.98989898989899,,0,0,0,0,0.0,Low Risk
INT-100565,2026-01-22 17:46:31.853126,HR,Analyst,What is customer churn rate?,Sales,Profit Margin,Descriptive,0.88,1879,3.0,High,,1.879,0.3473428273706148,0.888888888888889,3.0,0,1,0,0,0.3,Medium Risk
INT-100566,2025-12-13 11:04:31.853128,Finance,Intern,Forecast next quarter revenue,Revenue,Conversion Rate,Predictive,0.64,2009,2.0,,,2.009,0.33233632436025257,0.6464646464646465,,0,0,1,1,0.30000000000000004,Medium Risk
INT-100567,2025-03-09 12:57:31.853129,Operations,Intern,Show monthly revenue trend,Revenue,Profit Margin,Trend Analysis,0.69,1609,5.0,,,1.609,0.3832886163280951,0.6969696969696969,,0,0,0,0,0.0,Low Risk
INT-100568,2025-11-11 02:55:31.853131,HR,Executive,Forecast next quarter revenue,Revenue,Conversion Rate,Descriptive,0.67,2177,2.0,High,,2.177,0.3147623544224111,0.6767676767676768,3.0,0,1,1,1,0.6,Medium Risk
INT-100569,2025-09-07 14:48:31.853133,Finance,Analyst,What is customer churn rate?,Sales,ROI,Trend Analysis,0.74,1361,4.0,Low,,1.361,0.42354934349851764,0.7474747474747475,1.0,0,0,0,0,0.0,Low Risk
INT-100571,2025-08-16 07:36:31.853137,Marketing,Executive,Which campaign had highest ROI?,Sales,Churn Rate,Trend Analysis,0.7,2029,4.0,Medium,,2.029,0.3301419610432486,0.7070707070707071,2.0,0,0,1,0,0.2,Low Risk
INT-100572,2025-11-08 00:09:31.853138,Finance,Executive,Which campaign had highest ROI?,Sales,ROI,Trend Analysis,0.84,492,2.0,Low,,0.492,0.6702412868632708,0.8484848484848485,1.0,0,0,0,1,0.1,Low Risk
INT-100573,2026-01-18 12:16:31.853140,Finance,Manager,What is customer churn rate?,Sales,Churn Rate,Trend Analysis,0.72,1698,2.0,High,,1.698,0.37064492216456635,0.7272727272727273,3.0,0,1,0,1,0.4,Medium Risk
INT-100574,2025-04-27 21:12:31.853142,Operations,Executive,Compare sales performance by region,Sales,Conversion Rate,Descriptive,0.86,661,3.0,Low,,0.661,0.6020469596628537,0.8686868686868687,1.0,0,0,0,0,0.0,Low Risk
INT-100575,2025-09-25 11:59:31.853144,Operations,Intern,Which campaign had highest ROI?,Marketing,Churn Rate,Trend Analysis,0.97,2291,3.0,Medium,,2.291,0.3038590094196293,0.9797979797979798,2.0,0,0,1,0,0.2,Low Risk
INT-100576,2025-11-12 20:42:31.853146,Marketing,Intern,Show monthly revenue trend,Revenue,ROI,Descriptive,0.85,1306,2.0,Low,,1.306,0.43365134431916735,0.8585858585858586,1.0,0,0,0,1,0.1,Low Risk
INT-100577,2025-06-11 12:00:31.853148,HR,Analyst,What is customer churn rate?,Finance,Profit Margin,Predictive,0.89,1634,5.0,Medium,,1.634,0.37965072133637057,0.898989898989899,2.0,0,0,0,0,0.0,Low Risk
INT-100578,2025-11-07 20:34:31.853150,Marketing,Analyst,Forecast next quarter revenue,Revenue,Revenue,Predictive,0.89,910,3.0,Medium,,0.91,0.5235602094240838,0.898989898989899,2.0,0,0,0,0,0.0,Low Risk
INT-100580,2025-07-03 12:15:31.853153,HR,Analyst,Show monthly revenue trend,Finance,Revenue,Descriptive,0.61,288,5.0,Medium,,0.288,0.7763975155279503,0.6161616161616161,2.0,0,0,0,0,0.0,Low Risk
INT-100582,2025-10-10 04:15:31.853157,Sales,Manager,What is customer churn rate?,Marketing,Churn Rate,Descriptive,0.71,1241,3.0,High,,1.241,0.44622936189201245,0.7171717171717171,3.0,0,1,0,0,0.3,Medium Risk
INT-100583,2025-12-07 02:59:31.853159,Sales,Manager,Show monthly revenue trend,Marketing,Profit Margin,Descriptive,0.87,2133,4.0,High,,2.133,0.31918289179699966,0.8787878787878788,3.0,0,1,1,0,0.5,Medium Risk
INT-100584,2025-03-07 07:57:31.853161,Finance,Analyst,Which campaign had highest ROI?,Revenue,Conversion Rate,Trend Analysis,0.95,621,3.0,Medium,,0.621,0.6169031462060457,0.9595959595959596,2.0,0,0,0,0,0.0,Low Risk
INT-100585,2025-12-21 15:15:31.853163,Operations,Intern,What is customer churn rate?,Finance,ROI,Trend Analysis,0.97,1075,3.0,Low,,1.075,0.48192771084337344,0.9797979797979798,1.0,0,0,0,0,0.0,Low Risk
INT-100586,2025-04-18 05:53:31.853164,HR,Manager,Forecast next quarter revenue,Customer,ROI,Descriptive,0.61,537,4.0,Low,,0.537,0.6506180871828238,0.6161616161616161,1.0,0,0,0,0,0.0,Low Risk
INT-100587,2025-03-13 09:23:31.853166,Sales,Intern,What is customer churn rate?,Sales,ROI,Descriptive,0.99,465,5.0,High,,0.465,0.68259385665529,1.0,3.0,0,1,0,0,0.3,Medium Risk
INT-100588,2025-04-01 19:01:31.853168,HR,Intern,Compare sales performance by region,Revenue,Conversion Rate,Trend Analysis,0.73,1578,1.0,Medium,,1.578,0.3878975950349107,0.7373737373737373,2.0,0,0,0,1,0.1,Low Risk
INT-100589,2025-09-23 17:02:31.853170,Sales,Intern,What is customer churn rate?,Marketing,Revenue,Descriptive,0.93,2014,3.0,Low,,2.014,0.33178500331785005,0.9393939393939394,1.0,0,0,1,0,0.2,Low Risk
INT-100590,2026-01-24 13:53:31.853172,Sales,Analyst,Compare sales performance by region,Finance,ROI,Trend Analysis,0.67,2464,2.0,Low,,2.464,0.28868360277136257,0.6767676767676768,1.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-100591,2025-11-15 00:14:31.853174,Sales,Executive,What is customer churn rate?,Finance,Revenue,Descriptive,0.62,520,5.0,High,,0.52,0.6578947368421053,0.6262626262626263,3.0,0,1,0,0,0.3,Medium Risk
INT-100593,2026-01-03 21:04:31.853185,Marketing,Manager,Forecast next quarter revenue,Customer,Conversion Rate,Descriptive,0.93,918,1.0,Medium,,0.918,0.5213764337851928,0.9393939393939394,2.0,0,0,0,1,0.1,Low Risk
INT-100594,2025-06-10 01:15:31.853187,HR,Intern,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.69,1191,3.0,Medium,,1.191,0.4564125969876769,0.6969696969696969,2.0,0,0,0,0,0.0,Low Risk
INT-100596,2025-11-09 14:55:31.853191,Operations,Intern,Compare sales performance by region,Customer,Profit Margin,Predictive,0.95,916,3.0,Medium,,0.916,0.5219206680584552,0.9595959595959596,2.0,0,0,0,0,0.0,Low Risk
INT-100597,2025-07-13 09:37:31.853193,Operations,Intern,Forecast next quarter revenue,Finance,ROI,Predictive,0.97,1184,4.0,Medium,,1.184,0.45787545787545786,0.9797979797979798,2.0,0,0,0,0,0.0,Low Risk
INT-100598,2025-06-27 10:34:31.853195,Operations,Analyst,Compare sales performance by region,Sales,Conversion Rate,Descriptive,0.6,2139,2.0,Medium,,2.139,0.31857279388340237,0.6060606060606061,2.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-100599,2025-09-27 12:58:31.853197,Operations,Executive,Show monthly revenue trend,Marketing,Conversion Rate,Predictive,0.88,1095,3.0,High,,1.095,0.4773269689737471,0.888888888888889,3.0,0,1,0,0,0.3,Medium Risk
INT-100600,2026-01-26 04:01:31.853198,Finance,Intern,Forecast next quarter revenue,Marketing,Churn Rate,Descriptive,0.72,1376,4.0,Medium,,1.376,0.4208754208754209,0.7272727272727273,2.0,0,0,0,0,0.0,Low Risk
INT-100601,2025-08-29 14:08:31.853200,HR,Intern,Show monthly revenue trend,Customer,Churn Rate,Descriptive,0.75,1976,5.0,High,,1.976,0.33602150537634407,0.7575757575757576,3.0,0,1,0,0,0.3,Medium Risk
INT-100602,2025-09-21 21:25:31.853202,Operations,Executive,Forecast next quarter revenue,Revenue,Conversion Rate,Predictive,0.78,1659,3.0,Low,,1.659,0.37608123354644607,0.787878787878788,1.0,0,0,0,0,0.0,Low Risk
INT-100603,2025-08-04 17:38:31.853204,HR,Analyst,Compare sales performance by region,Finance,Conversion Rate,Descriptive,0.77,1815,3.0,Low,,1.815,0.3552397868561279,0.7777777777777778,1.0,0,0,0,0,0.0,Low Risk
INT-100604,2025-07-07 10:09:31.853206,Finance,Manager,Show monthly revenue trend,Customer,Revenue,Trend Analysis,0.8,1372,3.0,Low,,1.372,0.4215851602023609,0.8080808080808082,1.0,0,0,0,0,0.0,Low Risk
INT-100605,2025-06-07 17:21:31.853208,Finance,Executive,Compare sales performance by region,Sales,Revenue,Descriptive,0.83,741,4.0,Medium,,0.741,0.5743825387708213,0.8383838383838383,2.0,0,0,0,0,0.0,Low Risk
INT-100606,2025-06-04 10:03:31.853210,HR,Manager,Forecast next quarter revenue,Sales,Profit Margin,Descriptive,0.78,834,5.0,Medium,,0.834,0.5452562704471101,0.787878787878788,2.0,0,0,0,0,0.0,Low Risk
INT-100607,2025-12-23 05:26:31.853212,Sales,Manager,Compare sales performance by region,Sales,Churn Rate,Predictive,0.87,1549,5.0,Medium,,1.549,0.39231071008238527,0.8787878787878788,2.0,0,0,0,0,0.0,Low Risk
INT-100608,2025-08-10 03:50:31.853213,Marketing,Executive,Show monthly revenue trend,Customer,Churn Rate,Trend Analysis,0.88,897,1.0,High,,0.897,0.5271481286241434,0.888888888888889,3.0,0,1,0,1,0.4,Medium Risk
INT-100609,2025-09-20 22:40:31.853215,Sales,Intern,Show monthly revenue trend,Finance,Conversion Rate,Descriptive,0.77,2152,5.0,,,2.152,0.31725888324873097,0.7777777777777778,,0,0,1,0,0.2,Low Risk
INT-100610,2025-07-05 03:40:31.853217,Sales,Manager,Compare sales performance by region,Marketing,Conversion Rate,Descriptive,0.66,2322,1.0,Low,,2.322,0.30102347983142685,0.6666666666666667,1.0,0,0,1,1,0.30000000000000004,Medium Risk
INT-100611,2025-11-08 17:29:31.853219,Sales,Manager,What is customer churn rate?,Revenue,Profit Margin,Descriptive,0.85,1804,3.0,Low,,1.804,0.35663338088445073,0.8585858585858586,1.0,0,0,0,0,0.0,Low Risk
INT-100612,2025-08-08 21:27:31.853221,Operations,Analyst,Forecast next quarter revenue,Marketing,Churn Rate,Descriptive,0.9,697,5.0,Low,,0.697,0.5892751915144372,0.9090909090909092,1.0,0,0,0,0,0.0,Low Risk
INT-100613,2025-11-27 13:43:31.853222,Finance,Intern,Forecast next quarter revenue,Finance,Revenue,Descriptive,0.85,921,1.0,High,,0.921,0.5205622071837585,0.8585858585858586,3.0,0,1,0,1,0.4,Medium Risk
INT-100614,2025-05-18 18:44:31.853224,Sales,Manager,Compare sales performance by region,Marketing,ROI,Descriptive,0.83,1974,1.0,Low,,1.974,0.3362474781439139,0.8383838383838383,1.0,0,0,0,1,0.1,Low Risk
INT-100615,2025-03-23 01:24:31.853226,Finance,Analyst,What is customer churn rate?,Customer,Profit Margin,Trend Analysis,0.69,1563,3.0,Medium,,1.563,0.3901677721420211,0.6969696969696969,2.0,0,0,0,0,0.0,Low Risk
INT-100616,2025-09-08 12:21:31.853228,HR,Intern,Show monthly revenue trend,Sales,ROI,Trend Analysis,0.85,507,4.0,Medium,,0.507,0.6635700066357,0.8585858585858586,2.0,0,0,0,0,0.0,Low Risk
INT-100617,2025-08-22 13:48:31.853230,Marketing,Executive,Which campaign had highest ROI?,Finance,Revenue,Descriptive,0.73,1083,4.0,Low,,1.083,0.48007681228996635,0.7373737373737373,1.0,0,0,0,0,0.0,Low Risk
INT-100618,2025-11-25 11:14:31.853232,HR,Executive,Which campaign had highest ROI?,Finance,Revenue,Descriptive,0.96,1464,3.0,Low,,1.464,0.40584415584415584,0.9696969696969697,1.0,0,0,0,0,0.0,Low Risk
INT-100619,2025-04-10 22:08:31.853234,HR,Analyst,Compare sales performance by region,Marketing,ROI,Predictive,0.85,452,5.0,Medium,,0.452,0.6887052341597797,0.8585858585858586,2.0,0,0,0,0,0.0,Low Risk
INT-100620,2025-04-11 02:57:31.853235,Operations,Executive,What is customer churn rate?,Customer,Profit Margin,Trend Analysis,0.71,1135,5.0,Low,,1.135,0.468384074941452,0.7171717171717171,1.0,0,0,0,0,0.0,Low Risk
INT-100621,2025-06-01 06:17:31.853237,Marketing,Manager,What is customer churn rate?,Marketing,ROI,Trend Analysis,0.78,1443,5.0,Low,,1.443,0.4093327875562833,0.787878787878788,1.0,0,0,0,0,0.0,Low Risk
INT-100622,2025-04-27 04:17:31.853239,HR,Intern,Forecast next quarter revenue,Marketing,Profit Margin,Descriptive,0.93,1952,3.0,Medium,,1.952,0.33875338753387535,0.9393939393939394,2.0,0,0,0,0,0.0,Low Risk
INT-100623,2025-12-06 11:47:31.853241,HR,Manager,Show monthly revenue trend,Finance,Profit Margin,Trend Analysis,0.73,1937,1.0,Medium,,1.937,0.34048348655090227,0.7373737373737373,2.0,0,0,0,1,0.1,Low Risk
INT-100624,2025-09-11 20:25:31.853243,Marketing,Manager,What is customer churn rate?,Marketing,Conversion Rate,Trend Analysis,0.8,1252,2.0,Low,,1.252,0.4440497335701599,0.8080808080808082,1.0,0,0,0,1,0.1,Low Risk
